,G1,G1_Classic,G2,G3
0,0.17834130805142928,1.84,0.9730951262710162,0.7478385770150799
1,0.12775498395842985,1.87,0.9272248705905317,0.7702770187419217
2,0.16412286634360554,1.86,0.96310690626353,0.7201048679551652
3,0.1260618504441896,1.91,0.9656041238159946,0.7352364212903073
4,0.1122757977110342,1.86,0.9515578428824334,0.7455699613936022
5,0.12030965093444648,1.89,0.9888757123640677,0.7454384236428315
6,0.11406631941199624,1.9,0.9763123717812743,0.7470906983841614
7,0.14993180327677594,1.87,0.9643476060595929,0.7509246133698178
8,0.11731825183334095,1.87,0.963388746517956,0.7445093739283452
9,0.1427479674636326,1.86,0.9347014004865569,0.7466623158493764
10,0.10116708232093105,1.87,0.9758466225929232,0.7412895872900029
11,0.12336657544583625,1.88,0.9639215178061692,0.7629558315695799
12,0.1575646241486937,1.85,0.9672372475620115,0.7387818248072731
13,0.16099421643035267,1.84,0.9341123373037272,0.7312748977007417
14,0.12258451699538542,1.86,0.964758491699765,0.7431098889872096
15,0.12219448611030931,1.88,0.9451639950342043,0.77547412581606
16,0.09952895584929987,1.87,0.9392446369112124,0.7335506912668921
17,0.16131592864704924,1.89,0.9797150945996164,0.7614360714694781
18,0.1490146343600698,1.88,0.9593273914429411,0.7574846235453667
19,0.12832906374382258,1.88,0.9816435025827663,0.7589422670014718
20,0.09348782936217793,1.88,0.9550182546035675,0.7246363892454958
21,0.13977695639524168,1.87,0.9351857517393285,0.7334830753004782
22,0.13434163342795702,1.88,0.9591653694518103,0.7361918502105483
23,0.14304878885428307,1.85,0.9309722319418703,0.7428056614918522
24,0.11790236361104654,1.87,0.9858229019542486,0.7542735921295709
25,0.12376660803732105,1.89,0.9771330989632913,0.7530449539901944
26,0.16836994639002748,1.84,0.942954868141863,0.7481956590166156
27,0.15508821572769071,1.87,0.9960244973399501,0.7405178928429053
28,0.12307025717262321,1.88,0.9107411425464206,0.7472856194658014
29,0.14881426923792618,1.87,0.9673575531527565,0.7616787075040017
30,0.11513244040080962,1.89,0.9205913736246999,0.754318260494131
31,0.10348104017419493,1.89,0.970289100308195,0.7677260652910354
32,0.1531309290010777,1.84,0.9708048254959168,0.7469841781331384
33,0.13375963834038485,1.87,0.9626198169692215,0.7731454996279221
34,0.10281389734311798,1.9,0.9680893088008821,0.7729751087457881
35,0.1285631900358379,1.87,0.9973263259694861,0.7275689612779264
36,0.11206708007583721,1.86,0.9316829727610431,0.7568750470506513
37,0.11326336117062448,1.88,0.9636934240246574,0.7674393389641985
38,0.12422709511558883,1.87,0.9745726295802972,0.7896558853184381
39,0.11450045131194242,1.88,0.9275829901208942,0.7487570791449645
40,0.14693648636880882,1.88,0.9784891287429012,0.7478531252937906
41,0.16502649707262193,1.88,0.9690377131728767,0.7473403491951223
42,0.15542260619989692,1.87,0.9666857639131582,0.7481224827935498
43,0.13318236839211225,1.88,0.9868754607230007,0.7395078776133462
44,0.15474799458162158,1.84,0.9790182545004801,0.7549013467280441
45,0.11863345889007239,1.86,0.9601785259625618,0.7598056256916647
46,0.10213580346936181,1.89,0.9694351702672228,0.7456091816839114
47,0.13753823349492109,1.88,0.9584026767801702,0.7442597128785865
48,0.11347223912684838,1.85,0.9718934725458154,0.7581344905467415
49,0.11642703294460621,1.88,0.9435555147276649,0.7525889436773829
50,0.11793272276071622,1.91,0.9863798509567238,0.7386262149473485
51,0.10839606820386527,1.89,0.947356234889403,0.741410745918929
52,0.12606795510025254,1.89,0.9603477130267735,0.7664320104276782
53,0.165081640223142,1.82,0.9452606889067896,0.7381970079809763
54,0.1192139542348992,1.87,0.9503322815834377,0.7358324806682859
55,0.17387333561922705,1.85,0.9309547316632119,0.7474471339910796
56,0.1468507122147189,1.88,0.9553657036750601,0.7530332804747492
57,0.13135152016986654,1.85,0.9514201642220295,0.7418202940292802
58,0.15638405246090747,1.83,0.9333416272882197,0.7449297144843827
59,0.15266636962317784,1.83,0.955582335226748,0.7290330298389014
60,0.11532214570452519,1.89,0.9471513078772017,0.7879990064322504
61,0.10600963995973936,1.89,0.9188955086127091,0.7297760304537572
62,0.11349733957140754,1.88,0.9684162133871255,0.7601325808180204
63,0.18605050282342,1.85,0.990887356915734,0.7522875595734599
64,0.12022807503892499,1.87,0.942926530472903,0.758163616042637
65,0.11582802506695371,1.91,0.9891559729294332,0.7397017568035459
66,0.13422793809423803,1.87,0.961153155552457,0.7809366560905155
67,0.13695162152783377,1.86,0.8963442759056871,0.7686086525752798
68,0.19586621981214655,1.83,0.9372810354754525,0.7329818270206668
69,0.13269215171269558,1.88,0.9145620316720234,0.7860003104716724
70,0.12881280259638533,1.9,0.9866720700706404,0.7468697266700898
71,0.10995394261615862,1.9,0.9875531108226612,0.741205341736395
72,0.1418563583340364,1.87,0.9680416007864562,0.7427329063294078
73,0.13979693381811933,1.88,0.944824168054227,0.7337859855883053
74,0.15786765860365676,1.83,0.9846135236432909,0.7524820136192023
75,0.1193384984708468,1.86,0.938712334222696,0.794236122341409
76,0.1120967669103463,1.88,0.9526071917931448,0.7779226192599904
77,0.15283830049015412,1.87,0.9813110245838361,0.7434241827961494
78,0.1423721157301906,1.84,0.9593777392018958,0.7751140556060989
79,0.12376579418114621,1.87,0.962557288598477,0.7326289568330997
80,0.15188867627312358,1.84,0.9474642547893007,0.7311585366117976
81,0.1248196964026867,1.89,0.9586632286911835,0.7531125115221586
82,0.14263549044732837,1.84,0.9680498643137454,0.7499245402953234
83,0.12347680489246363,1.88,0.9465858804319599,0.7475239542230618
84,0.10261456794867337,1.9,0.948346994573268,0.7689872974340852
85,0.11922041836929408,1.87,0.9264493903089239,0.7567243038880653
86,0.13643743387621504,1.89,0.9556421485450028,0.7457836532298779
87,0.09731911834065078,1.88,0.9426006688181948,0.7529777726846627
88,0.17022603891654553,1.87,0.963484477496132,0.7686197105517831
89,0.15782477677701207,1.86,0.942569785286544,0.7647179186083614
90,0.15480941534652887,1.89,0.9670729179983855,0.7182657799067979
91,0.0937571531753555,1.86,0.9867984336314032,0.731010756441222
