,G1,G1_Classic,G2,G3
0,0.18243466961769922,1.7959183673469388,0.8604397242430215,0.751417430577535
1,0.18340707906621548,1.7959183673469388,0.8677696487987324,0.7799027137744166
2,0.21718667167486277,1.7551020408163265,0.9243841526787606,0.6975895016627349
3,0.22842296242037302,1.7346938775510203,0.9244026354655371,0.7589454421448307
4,0.16370271793446528,1.816326530612245,0.911041843107239,0.7406431475071235
5,0.1924814512461027,1.7551020408163265,0.9482817800309792,0.7737983653247594
6,0.2019356058558151,1.7959183673469388,0.8908619231555905,0.7174193118113957
7,0.21326321595465328,1.7755102040816326,0.9324585501430218,0.7419231867758252
8,0.21337792195130442,1.7959183673469388,0.9624337400099263,0.7830984664812934
9,0.20702765149420296,1.7959183673469388,0.9247801626693803,0.7533954286445539
10,0.18040273101464951,1.7142857142857142,0.9562509198871555,0.7526126600506846
11,0.18285912318340994,1.7755102040816326,0.9860052444537688,0.7423276605967527
12,0.25297536770975415,1.7755102040816326,0.9361895775416541,0.7557703980790299
13,0.21900045470571786,1.7551020408163265,0.9687699018641991,0.7891400284238578
14,0.22427184059171731,1.7755102040816326,0.9349668203605445,0.7173498313739697
15,0.13424106076495917,1.7755102040816326,0.9411693176104869,0.7279593956986535
16,0.21671906259111082,1.7959183673469388,0.9406669833802709,0.7453143824689162
17,0.1783747197851574,1.7959183673469388,0.9871178214656839,0.7893782409926648
18,0.25142150446677647,1.7551020408163265,0.9459991325463563,0.7510436366377176
19,0.1548265536765351,1.836734693877551,0.9488213116998028,0.7368795557980249
20,0.1541310365365739,1.7755102040816326,0.8793029250890567,0.7295000100710504
21,0.20044306040512883,1.7551020408163265,0.9331202912784252,0.7355541868231629
22,0.1748788345560124,1.7959183673469388,0.9724413013516282,0.7555797028686957
23,0.19398560086236544,1.7755102040816326,0.97211445190489,0.7804729143574174
24,0.19782212860760245,1.7959183673469388,0.9086425186778899,0.7830382127185507
25,0.24348557681807947,1.7959183673469388,0.9238885441421615,0.7297020384243941
26,0.20499182750480127,1.7142857142857142,0.9186885015243538,0.7471299522456141
27,0.1589809032165619,1.7959183673469388,0.9745260802946693,0.7170071893110594
28,0.1868345150588656,1.7755102040816326,0.9521365627880366,0.7461035307262064
